,polymer_dD,polymer_dP,polymer_dH,solv_dD,solv_dP,solv_dH,Mw (Da),PDI,ϕ,P (MPa),target
527,18.3,3.6,3.03,16.8,0.19,0.95,200000.0,1.02,0.1391,0.1,23.08
528,13.8,3.38,4.26,13.81,0.19,0.17,11570.0,1.15,0.10405,0.1,159.4
529,18.3,3.6,3.03,17.49,0.16,0.04,270000.0,2.0,0.084,40.0,11.95
530,18.3,3.6,3.03,16.06,0.22,0.47,31600.0,1.09,0.15915,3.05,31.8
531,16.3,9.79,7.12,15.11,15.72,38.81,615000.0,2.04,0.03805,5.0,32.75
532,18.3,3.6,3.03,16.08,15.6,4.73,30740.0,1.06,0.0727,0.36,23.1
533,18.3,3.6,3.03,15.26,14.41,5.54,8000.0,1.09,0.10221,0.51,-4.75
534,18.3,3.6,3.03,16.06,0.22,0.47,16100.0,1.06,0.15784,14.51,20.98
535,18.3,3.6,3.03,16.8,0.19,0.95,346000.0,1.65,0.18392,0.1,24.0
536,18.3,3.6,3.03,16.06,0.22,0.47,109000.0,1.06,0.1924,0.1,47.07
537,16.3,9.79,7.12,15.11,15.72,38.81,76000.0,2.4,0.01274,0.1,31.2
538,14.0,6.51,6.76,15.11,15.72,38.81,8420.0,1.25,0.46979,0.1,260.2
539,15.6,7.41,4.86,17.31,5.07,12.86,280000.0,1.06,0.04347,0.1,77.7
540,13.7,3.48,2.56,15.12,0.15,0.21,67100.0,1.1,0.08745,2.3,170.4
541,18.3,3.6,3.03,16.8,0.19,0.95,41000.0,5.12,0.15234,0.1,25.7
542,18.3,3.6,3.03,14.88,12.73,8.02,4140.0,1.03,0.08527,3.11,139.07
543,18.3,3.6,3.03,15.26,14.41,5.54,22100.0,1.03,0.12673,3.15,70.81
544,18.3,3.6,3.03,16.06,0.22,0.47,250000.0,3.91,0.01548,9.25,54.09
545,18.3,3.6,3.03,16.08,15.6,4.73,129200.0,1.03,0.0355,1.98,48.79
546,18.3,3.6,3.03,17.49,0.16,0.04,270000.0,2.0,0.128,20.0,12.95
547,18.3,3.6,3.03,16.06,0.22,0.47,16100.0,1.06,0.1402,0.1,22.8
548,18.3,3.6,3.03,16.8,0.19,0.95,769500.0,1.28,0.10019,0.1,26.32
549,17.2,3.53,1.84,15.26,14.41,5.54,26700.0,1.05,0.14329,3.98,182.14
550,18.3,3.6,3.03,16.8,0.19,0.95,400000.0,1.06,0.058,0.1,26.21
551,18.3,3.6,3.03,15.26,14.41,5.54,8000.0,1.09,0.19394,4.3,-3.69
552,18.3,3.6,3.03,16.8,0.19,0.95,400000.0,1.06,0.079,0.1,25.89
553,18.3,3.6,3.03,16.8,0.19,0.95,280000.0,4.83,0.03782,0.1,21.0
554,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.04417,7.94,207.09
555,17.2,3.53,1.84,16.08,15.6,4.73,27200.0,1.03,0.19746,1.49,-3.96
556,18.3,3.6,3.03,16.8,0.19,0.95,190500.0,2.29,0.0475,0.1,25.77
557,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.00036,1.71,177.5
558,15.6,7.41,4.86,17.31,5.07,12.86,992000.0,1.06,0.07191,0.1,76.27
559,14.0,6.51,6.76,15.11,15.72,38.81,11615.0,1.11,0.0484,0.1,121.1
560,17.5,2.82,2.73,16.06,0.22,0.47,32900.0,1.02,0.03395,0.1,40.85
561,18.3,3.6,3.03,14.88,12.73,8.02,4140.0,1.03,0.13458,2.1,37.97
562,18.3,3.6,3.03,16.08,15.6,4.73,13500.0,1.06,0.0714,2.96,4.31
563,18.3,3.6,3.03,15.26,14.41,5.54,22100.0,1.03,0.08414,1.09,146.87
564,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.14756,8.85,222.36
565,18.3,3.6,3.03,16.8,0.19,0.95,239000.0,2.78,0.0416,0.1,25.97
566,18.3,3.6,3.03,16.08,15.6,4.73,90100.0,1.04,0.1059,3.57,42.59
567,17.2,3.53,1.84,16.08,15.6,4.73,85200.0,1.02,0.23983,3.02,13.23
568,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.14369,3.95,52.82
569,18.3,3.6,3.03,16.8,0.19,0.95,400000.0,1.06,0.092,0.1,25.53
570,18.3,3.6,3.03,16.08,15.6,4.73,30740.0,1.06,0.0861,1.56,23.49
571,15.6,7.41,4.86,16.05,5.63,3.84,143000.0,1.04,0.2005,0.1,46.18
572,18.3,3.6,3.03,15.26,14.41,5.54,25000.0,1.06,0.199,4.68,164.03
573,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.03563,29.96,48.44
574,14.0,6.51,6.76,15.11,15.72,38.81,2530.0,1.17,0.08262,0.1,226.4
575,18.3,3.6,3.03,16.06,0.22,0.47,17500.0,1.06,0.0926,80.0,21.08
576,18.3,3.6,3.03,16.06,0.22,0.47,250000.0,3.91,0.01548,7.95,54.72
577,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.04261,3.39,172.37
578,18.3,3.6,3.03,16.8,0.19,0.95,280000.0,4.83,0.21118,0.1,20.99
579,18.3,3.6,3.03,16.06,0.22,0.47,17500.0,1.06,0.23818,25.3,20.79
580,13.7,3.48,2.56,15.12,0.15,0.21,108000.0,1.32,0.06081,8.0,199.98
581,14.0,6.51,6.76,15.11,15.72,38.81,3350.0,1.6,0.37112,0.1,164.9
582,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.06789,3.9,177.9
583,13.7,3.48,2.56,15.12,0.15,0.21,108000.0,1.32,0.0757,6.5,190.01
584,18.3,3.6,3.03,16.06,0.22,0.47,97200.0,1.06,0.07865,0.1,48.51
585,13.7,3.48,2.56,15.12,0.15,0.21,105000.0,2.44,0.05961,8.45,219.75
586,13.7,3.48,2.56,15.12,0.15,0.21,383000.0,1.19,0.0126,10.4,205.0
587,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.09048,8.23,53.24
588,18.3,3.6,3.03,15.26,14.41,5.54,22100.0,1.03,0.2242,4.3,63.93
589,18.3,3.6,3.03,17.31,5.07,12.86,849000.0,1.45,0.04987,0.1,80.12
590,18.3,3.6,3.03,16.08,15.6,4.73,30740.0,1.06,0.0622,0.73,22.34
591,16.3,9.79,7.12,15.11,15.72,38.81,124000.0,1.49,0.00901,0.1,30.48
592,18.3,3.6,3.03,16.06,0.22,0.47,17300.0,1.06,0.2638,0.1,22.12
593,18.3,3.6,3.03,15.26,14.41,5.54,8000.0,1.09,0.22857,4.8,-3.31
594,18.3,3.6,3.03,16.8,0.19,0.95,423300.0,1.24,0.08744,0.1,24.8
595,17.2,3.53,1.84,16.08,15.6,4.73,85200.0,1.02,0.23983,3.53,13.14
596,18.3,3.6,3.03,16.8,0.19,0.95,769500.0,1.28,0.01672,0.1,26.77
597,18.3,3.6,3.03,14.88,12.73,8.02,4140.0,1.03,0.07507,3.58,106.98
598,13.8,3.38,4.26,13.11,1.34,1.95,31120.0,1.02,0.11677,0.1,166.9
599,18.3,3.6,3.03,15.26,14.41,5.54,25000.0,1.06,0.17688,5.0,164.32
600,18.3,3.6,3.03,16.8,0.19,0.95,680000.0,1.02,0.041,0.1,28.03
601,18.3,3.6,3.03,16.8,0.19,0.95,335500.0,1.69,0.06603,0.1,24.8
602,18.3,3.6,3.03,16.08,15.6,4.73,90100.0,1.04,0.0633,1.52,43.19
603,16.3,9.79,7.12,15.11,15.72,38.81,258000.0,2.15,0.02689,28.35,34.95
604,13.7,3.48,2.56,15.12,0.15,0.21,15500.0,1.08,0.08799,1.9,180.06
605,18.3,3.6,3.03,16.8,0.19,0.95,280000.0,4.83,0.01654,0.1,21.98
606,18.3,3.6,3.03,16.07,0.18,0.55,13500.0,1.06,0.1234,0.79,18.53
607,18.3,3.6,3.03,16.8,0.19,0.95,280000.0,4.83,0.03278,0.1,21.0
608,16.3,9.79,7.12,15.11,15.72,38.81,258000.0,2.15,0.02689,42.6,34.85
609,18.3,3.6,3.03,15.59,5.93,7.25,100000.0,1.06,0.26816,0.1,173.3
610,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.05369,7.77,206.96
611,18.3,3.6,3.03,15.57,10.24,6.84,13500.0,1.06,0.19786,0.83,67.67
612,18.3,3.6,3.03,16.06,0.22,0.47,31600.0,1.09,0.2069,1.05,31.88
613,18.3,3.6,3.03,16.8,0.19,0.95,123000.0,1.06,0.144,0.1,21.03
614,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.00036,7.28,221.88
615,15.6,7.41,4.86,16.05,5.63,3.84,143000.0,1.04,0.0634,0.1,49.95
616,18.3,3.6,3.03,14.88,12.73,8.02,4140.0,1.03,0.1094,4.83,8.04
617,18.3,3.6,3.03,16.8,0.19,0.95,346000.0,1.65,0.01462,0.1,24.0
618,17.5,2.82,2.73,17.49,0.16,0.04,61400.0,1.05,0.06566,0.1,-12.9
619,14.0,6.51,6.76,15.11,15.72,38.81,2530.0,1.17,0.04532,0.1,178.0
620,18.3,3.6,3.03,16.05,3.63,9.16,235000.0,2.1,0.06439,0.1,172.5
621,18.3,3.6,3.03,16.8,0.19,0.95,123000.0,1.06,0.009,0.1,18.54
622,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.23754,2.3,182.56
623,18.3,3.6,3.03,15.26,14.41,5.54,25000.0,1.06,0.1432,4.42,156.22
624,18.3,3.6,3.03,16.8,0.19,0.95,280000.0,4.83,0.16955,0.1,22.5
625,18.3,3.6,3.03,15.57,10.24,6.84,13500.0,1.06,0.17549,1.11,68.16
626,17.2,3.53,1.84,15.57,10.24,6.84,26900.0,1.06,0.19331,3.08,63.74
627,18.3,3.6,3.03,15.26,14.41,5.54,8000.0,1.09,0.24615,1.02,-1.22
628,18.3,3.6,3.03,14.34,0.12,0.09,1240.0,1.07,0.17227,0.1,-12.15
629,18.3,3.6,3.03,14.88,12.73,8.02,4140.0,1.03,0.13206,2.11,107.03
630,18.3,3.6,3.03,16.06,0.22,0.47,181000.0,1.06,0.1077,0.1,53.61
631,18.3,3.6,3.03,16.8,0.19,0.95,90000.0,1.04,0.01724,0.1,17.81
632,18.3,3.6,3.03,16.8,0.19,0.95,346000.0,1.65,0.19235,0.1,24.0
633,17.2,3.53,1.84,15.26,14.41,5.54,26700.0,1.05,0.19629,4.97,21.51
634,17.5,2.82,2.73,15.7,4.47,6.46,61400.0,1.05,0.10929,0.1,184.0
635,17.2,3.53,1.84,15.26,14.41,5.54,26700.0,1.05,0.09173,1.14,163.5
636,18.3,3.6,3.03,16.08,15.6,4.73,30740.0,1.06,0.0944,5.17,23.09
637,14.2,1.73,1.4,15.37,0.16,0.29,1000000.0,1.67,0.01887,1.3,170.0
638,18.3,3.6,3.03,16.06,0.22,0.47,16100.0,1.06,0.19234,18.83,20.07
639,18.3,3.6,3.03,16.8,0.19,0.95,101400.0,1.09,0.08164,2.6,225.46
640,18.3,3.6,3.03,15.26,14.41,5.54,22100.0,1.03,0.2242,3.58,172.32
641,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.18736,3.09,182.3
642,16.3,9.79,7.12,15.11,15.72,38.81,10000.0,4.55,0.37599,0.1,27.4
643,13.8,3.38,4.26,13.11,1.34,1.95,22920.0,1.07,0.01573,0.1,168.4
644,14.0,6.51,6.76,15.11,15.72,38.81,8000.0,1.6,0.52071,0.1,230.0
645,18.3,3.6,3.03,16.8,0.19,0.95,280000.0,4.83,0.06929,0.1,24.85
646,18.3,3.6,3.03,16.8,0.19,0.95,1560000.0,1.03,0.0413,0.1,30.49
647,14.0,6.51,6.76,15.11,15.72,38.81,4490.0,1.13,0.33681,0.1,146.8
648,16.3,9.79,7.12,15.11,15.72,38.81,615000.0,2.04,0.01832,0.1,33.59
649,15.6,7.41,4.86,17.31,5.07,12.86,992000.0,1.06,0.0157,0.1,77.25
650,18.3,3.6,3.03,16.8,0.19,0.95,200000.0,1.02,0.0532,0.1,23.83
651,18.3,3.6,3.03,15.08,4.12,5.69,100000.0,1.06,0.26127,0.1,-26.1
652,15.6,7.41,4.86,16.05,5.63,3.84,227000.0,1.04,0.1203,0.1,52.47
653,18.3,3.6,3.03,16.08,15.6,4.73,30740.0,1.06,0.1654,4.9,23.5
654,16.3,9.79,7.12,15.11,15.72,38.81,10000.0,4.55,0.00446,0.1,33.25
655,18.3,3.6,3.03,16.06,0.22,0.47,18700.0,1.06,0.1111,0.1,23.21
656,18.3,3.6,3.03,15.3,2.65,0.56,400000.0,1.06,0.033,0.1,30.03
657,18.3,3.6,3.03,15.89,4.11,5.7,600000.0,1.1,0.09729,0.1,239.9
658,18.3,3.6,3.03,16.67,0.1,1.48,171900.0,1.03,0.0398,0.1,168.8
659,18.3,3.6,3.03,16.8,0.19,0.95,346000.0,1.65,0.0606,0.1,27.3
660,17.5,2.82,2.73,15.89,4.11,5.7,29000.0,1.16,0.17893,0.1,-24.6
661,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.04885,6.64,197.16
662,18.3,3.6,3.03,16.43,15.41,6.15,90100.0,1.04,0.0848,1.62,67.29
663,18.3,3.6,3.03,16.08,15.6,4.73,129200.0,1.03,0.0307,4.14,46.89
664,18.3,3.6,3.03,16.06,0.22,0.47,16100.0,1.06,0.13168,37.76,19.63
665,18.3,3.6,3.03,16.06,0.22,0.47,16100.0,1.06,0.13168,56.19,19.57
666,18.3,3.6,3.03,16.06,0.22,0.47,109000.0,1.06,0.0635,0.1,49.53
667,18.3,3.6,3.03,16.08,15.6,4.73,13500.0,1.06,0.0833,3.84,6.25
668,18.3,3.6,3.03,15.26,14.41,5.54,25000.0,1.06,0.24359,1.67,139.87
669,15.6,7.41,4.86,16.05,5.63,3.84,95000.0,1.04,0.1206,0.1,43.68
670,18.3,3.6,3.03,16.8,0.19,0.95,200000.0,1.02,0.1073,0.1,23.67
671,16.3,9.79,7.12,15.11,15.72,38.81,53000.0,1.47,0.18509,0.1,28.25
672,13.7,3.48,2.56,15.12,0.15,0.21,383000.0,1.19,0.00431,9.0,196.0
673,18.3,3.6,3.03,15.51,10.18,6.73,16600.0,1.05,0.1419,52.5,-14.25
674,18.3,3.6,3.03,16.06,0.22,0.47,17500.0,1.06,0.23925,80.0,20.82
675,18.3,3.6,3.03,16.06,0.22,0.47,37000.0,1.06,0.10897,0.1,245.98
676,18.3,3.6,3.03,16.8,0.19,0.95,769500.0,1.28,0.0207,0.1,26.85
677,17.5,2.82,2.73,16.06,0.22,0.47,32900.0,1.02,0.125,0.1,43.85
678,17.5,2.82,2.73,16.06,0.22,0.47,32900.0,1.02,0.01361,0.1,35.85
679,14.9,5.29,2.86,18.17,1.95,2.49,75000.0,1.16,0.05254,25.0,47.4
680,18.3,3.6,3.03,16.8,0.19,0.95,200000.0,1.02,0.1329,0.1,23.17
681,18.3,3.6,3.03,15.51,10.18,6.73,22100.0,1.03,0.12794,0.92,60.94
682,18.3,3.6,3.03,16.06,0.22,0.47,16100.0,1.06,0.09728,74.73,20.09
683,15.6,7.41,4.86,17.31,5.07,12.86,992000.0,1.06,0.03945,0.1,77.36
684,18.3,3.6,3.03,16.06,0.22,0.47,16100.0,1.06,0.07483,87.28,20.36
